Company Name,Website,Email Domain,Industry,Sub-Industry,Employee Count,Revenue,Region,HQ Location,Solution Interest,Lead Source,Contact Role/Title,Tech Stack Signals,Annual Board Meetings,Compliance Certifications,Intent Score,Last Marketing Touch,Lead Owner,Parent Company,Account Tier,SFDC Account ID,Status,Employee_Count_Clean,Revenue_Clean,Region_Clean,Last_Marketing_Touch_Clean,Website_Clean,Tech_Stack_Clean,SFDC_Account_ID_Clean,Lead_Owner_Clean,Intent_Score_Clean,Firmographic_Score,Solution_Fit_Score,Intent_Signals_Score,Tech_Compliance_Score,Total_ICP_Score,ICP_Archetype,Priority_Tier
LexCorp_156,http://lexcorp_156.com,lexcorp_156.io,Financial Services,Pharma,1000+,$100M,UKI,"Berlin, DE",Risk,Inbound,CFO,SFDC | Eloqua | Okta,4,"GDPR, HIPAA, PCI DSS",32,08/24/25,Priya Patel,Private Equity HoldCo,Tier 1,1383982.0,Open,1000+,$100M,UK & Ireland,2025-08-24,lexcorp_156.com,"Sfdc, Eloqua, Okta",1383982.0,Priya Patel,32.0,37,22,10,15,84,Enterprise_Risk_Management,Critical
Kronos Group_157,kronosgroup_157.co,kronosgroup_157.co,Legal,NGO,approx 800,€20M,UKI,"Austin, USA",Risk,Web,Audit Manager,Snowflake | Pardot | O365 | SFDC,6,"PCI DSS, HIPAA",61,2025-08-13,Jane Doe,,C,1226824.0,Lost,"500-1,000",$20M,UK & Ireland,2025-08-13,kronosgroup_157.co,"Snowflake, Pardot, O365, Sfdc",1226824.0,Jane Doe,61.0,30,18,16,12,76,Mid_Market_Compliance,High
Clampett Oil_158,clampettoil_158.com,clampettoil_158.com,Legal,Semiconductors,1000+,$5M,DACH,"Mumbai, IN",Boards,Partner,CFO,Oracle | ,4,,low,"April 21, 2025",Chen Wu,Global Holdings Ltd,SMB,1399284.0,Won,1000+,$5M,DACH,2025-04-21,clampettoil_158.com,Oracle,1399284.0,Chen Wu,,29,17,3,3,52,Board_Governance,Medium
Acme Corp_159,acmecorp_159.io,acmecorp_159.io,Retail,SaaS,,"20,000,000 USD",,"Sydney, AU",Compliance,Inbound,CFO,,5,"ISO27001, SOX",48,2025-02-08,,,Enterprise,1251950.0,Open,Unknown,$20M,Unknown,2025-02-08,acmecorp_159.io,,1251950.0,Unassigned,48.0,11,19,9,7,46,Mid_Market_Compliance,Medium
Hyperion Corp_160,hyperioncorp_160.net,hyperioncorp_160.net,Energy,Semiconductors,500 to 1000,$5M,Unknown,"New York, USA",Audit,Web,IT Director,SAP | O365 | Salesforce,3-4,"HIPAA, PCI DSS",,"February 22, 2025",—,,C,1296786.0,Open,500-1000,$5M,Unknown,2025-02-22,hyperioncorp_160.net,"Sap, O365, Salesforce",1296786.0,—,,26,12,4,15,57,Other,Medium
Tyrell Corp_161,tyrellcorp_161.com,tyrellcorp_161.net,Education,Insurance,50-200,5000000,APAC,"Toronto, CA",Boards,Purchased,CFO,Google Workspace; Eloqua; SFDC; Azure AD,4,,92,"April 12, 2025",,,Tier 3,,Won,50-200,$5M,APAC,2025-04-12,tyrellcorp_161.com,"Google Workspace, Eloqua, Sfdc, Azure Ad",Missing,Unassigned,92.0,12,17,13,3,45,Other,Medium
Black Mesa_162,blackmesa_162.com,blackmesa_162.net,Technology,Pharma,1000+,€20M,Unknown,"Munich, DE",Boards,Referral,General Counsel,,,ISO27001,85,2025-06-13,—,—,Enterprise,1353220.0,Open,1000+,$20M,Unknown,2025-06-13,blackmesa_162.com,,1353220.0,—,85.0,30,20,18,7,75,Board_Governance,High
Tyrell Corp_163,tyrellcorp_163.io,tyrellcorp_163.net,Education,Banking,,$100M,,"Munich, DE",Compliance,Event,Legal Counsel,Marketo; Snowflake; Workday; ServiceNow,4,,73,2025-05-23,,Tyrell Holdings,MM,1393475.0,Won,Unknown,$100M,Unknown,2025-05-23,tyrellcorp_163.io,"Marketo, Snowflake, Workday, Servicenow",1393475.0,Unassigned,73.0,15,22,13,8,58,Mid_Market_Compliance,Medium
Gringotts Bank_164,gringottsbank_164.net,gringottsbank_164.com,Legal,Biotech,500 to 1000,USD 250M,EMEA,"London, UK",Risk,Purchased,General Counsel,"Workday, Oracle, Snowflake",5,"ISO27001, GDPR",medium,2025-02-12,Priya Patel,,Tier 3,,Open,500-1000,$250M,EMEA,2025-02-12,gringottsbank_164.net,"Workday, Oracle, Snowflake",Missing,Priya Patel,,37,25,3,15,80,Board_Governance,High
Wonka Tech_165,wonkatech_165.net,wonkatech_165.io,Legal,Utilities,50-200,$100M,AMS,"Munich, DE",Audit,Inbound,Board Secretary,Netsuite; ; SAP,6,"ISO27001, SOX, None",32,04/06/25,Jane Doe,,Tier 1,1475824.0,Open,50-200,$100M,Americas,2025-04-06,wonkatech_165.net,"Netsuite, Sap",1475824.0,Jane Doe,32.0,27,15,6,10,58,Board_Governance,Medium
Aperture Labs_166,aperturelabs_166.io,aperturelabs_166.com,Education,Insurance,"500-1,000",$100M,,"Toronto, CA",Boards,Event,Legal Counsel,"SFDC, ServiceNow, Netsuite",1,,5,2025-04-13,,,,1233874.0,Open,"500-1,000",$100M,Unknown,2025-04-13,aperturelabs_166.io,"Sfdc, Servicenow, Netsuite",1233874.0,Unassigned,5.0,27,20,8,8,63,Board_Governance,High
Gringotts Bank_167,gringottsbank_167.io,gringottsbank_167.co,Technology,Fin Serv,,$1B,UKI,"Mumbai, IN",Audit,Inbound,CIO,Okta | Google Workspace | ,2,"GDPR, None",92,02/17/25,—,Global Holdings Ltd,SMB,1665689.0,Lost,Unknown,$1000M,UK & Ireland,2025-02-17,gringottsbank_167.io,"Okta, Google Workspace",1665689.0,—,92.0,22,8,13,13,56,Other,Medium
Duff Beer_168,https://www.http://duffbeer_168.com,duffbeer_168.com,Manufacturing,Higher Ed,"500-1,000",$1B,FR,"Paris, FR",Compliance,Partner,Legal Counsel,,0,,,"April 03, 2025",Alex Lee,Private Equity HoldCo,Tier 2,1980447.0,Lost,"500-1,000",$1000M,France,2025-04-03,http://duffbeer_168.com,,1980447.0,Alex Lee,,37,22,3,0,62,Mid_Market_Compliance,High
Oscorp_169,oscorp_169.net,oscorp_169.co,Healthcare,Industrial,,$20M,FR,"Berlin, DE",Risk,Referral,Head of Compliance,,6,PCI DSS,61,06/17/25,,Global Holdings Ltd,,1551606.0,Lost,Unknown,$20M,France,2025-06-17,oscorp_169.net,,1551606.0,Unassigned,61.0,18,18,16,7,59,Enterprise_Risk_Management,Medium
Wonka Tech_170,wonkatech_170.net,wonkatech_170.net,Technology,Pharma,"500-1,000",5000000,AMS,"San Francisco, USA",Risk,Purchased,Director of Security,"Salesforce, Databricks, Azure AD, HubSpot",8,,100,2025-05-27,John Smith,Global Holdings Ltd,,1257414.0,Won,"500-1,000",$5M,Americas,2025-05-27,wonkatech_170.net,"Salesforce, Databricks, Azure Ad, Hubspot",1257414.0,John Smith,100.0,23,22,13,8,66,Enterprise_Risk_Management,High
Axiom Space_171,axiomspace_171.net,axiomspace_171.co,Non-Profit,Higher Ed,approx 800,€20M,MDO,"Berlin, DE",Compliance,Web,Board Secretary,Snowflake,8,HIPAA,32,2025-01-13,John Smith,,MM,1103810.0,Open,"500-1,000",$20M,MEA,2025-01-13,axiomspace_171.net,Snowflake,1103810.0,John Smith,32.0,23,22,7,8,60,Mid_Market_Compliance,Medium
Atlantic Holdings_172,atlanticholdings_172.net,atlanticholdings_172.co,Energy,SaaS,500 to 1000,,Unknown,"Sydney, AU",Boards,Referral,VP Finance,SAP | Okta | HubSpot,,GDPR,,"June 30, 2025",Priya Patel,Private Equity HoldCo,C,1630767.0,Open,500-1000,Unknown,Unknown,2025-06-30,atlanticholdings_172.net,"Sap, Okta, Hubspot",1630767.0,Priya Patel,,22,13,8,13,56,Other,Medium
Globex Inc_173,https://www.globexinc_173.com,globexinc_173.co,Financial Services,Industrial,50-200,,DACH,NY,Boards,Web,Chief Risk Officer,Databricks; Oracle,five,HIPAA,high,"January 07, 2025",,Global Holdings Ltd,Tier 1,1317013.0,Won,50-200,Unknown,DACH,2025-01-07,globexinc_173.com,"Databricks, Oracle",1317013.0,Unassigned,,15,20,4,8,47,Board_Governance,Medium
Aperture Labs_174,aperturelabs_174.com,aperturelabs_174.net,Retail,Law Firm,,USD 250M,Unknown,NY,Risk,Inbound,General Counsel,Teams; ,five,,17,01/22/25,Jane Doe,Aperture Holdings,SMB,1521178.0,Won,Unknown,$250M,Unknown,2025-01-22,aperturelabs_174.com,Teams,1521178.0,Jane Doe,17.0,18,25,6,3,52,Enterprise_Risk_Management,Medium
Wonka Industries_175,wonkaindustries_175.com,wonkaindustries_175.co,Manufacturing,Higher Ed,,$1B,UKI,"Toronto, CA",Risk,Referral,Chief Risk Officer,Eloqua; SAP; SFDC; Oracle,2,"ISO27001, HIPAA",32,"January 20, 2025",Jane Doe,,Tier 3,1160276.0,Lost,Unknown,$1000M,UK & Ireland,2025-01-20,wonkaindustries_175.com,"Eloqua, Sap, Sfdc, Oracle",1160276.0,Jane Doe,32.0,25,25,9,10,69,Enterprise_Risk_Management,High
Hooli_176,hooli_176.io,hooli_176.io,Technology,Fin Serv,50-200,"20,000,000 USD",AMS,"Austin, USA",Audit,Inbound,General Counsel,Databricks | ServiceNow,3,"SOX, HIPAA",92,2025-06-15,Test User,Hooli_176 Holdings,Tier 2,1550057.0,Lost,50-200,$20M,Americas,2025-06-15,hooli_176.io,"Databricks, Servicenow",1550057.0,Unassigned,92.0,20,15,15,15,65,Mid_Market_Compliance,High
Atlantic Holdings_177,atlanticholdings_177.net,atlanticholdings_177.net,Retail,Insurance,"500-1,000",$1B,,"New York, USA",Risk,Inbound,General Counsel,,five,,low,"July 06, 2025",Chen Wu,Private Equity HoldCo,Tier 1,1822146.0,Won,"500-1,000",$1000M,Unknown,2025-07-06,atlanticholdings_177.net,,1822146.0,Chen Wu,,30,25,5,0,60,Enterprise_Risk_Management,Medium
Oscorp_178,oscorp_178.co,oscorp_178.io,Non-Profit,Banking,50-200,5000000,AMS,"San Francisco, USA",Risk,Event,General Counsel,"Slack, O365, Eloqua, Azure AD",unknown,"GDPR, PCI DSS",32,"May 11, 2025",Jane Doe,Private Equity HoldCo,A,1983825.0,Won,50-200,$5M,Americas,2025-05-11,oscorp_178.co,"Slack, O365, Eloqua, Azure Ad",1983825.0,Jane Doe,32.0,12,25,8,10,55,Board_Governance,Medium
Paper Street Co_179,paperstreetco_179.io,paperstreetco_179.co,Manufacturing,Higher Ed,50-200,"20,000,000 USD",APAC,"San Francisco, USA",Boards,Partner,Director of Security,O365 | SAP,,"ISO27001, SOX",,07/15/25,Priya Patel,,SMB,1118062.0,Lost,50-200,$20M,APAC,2025-07-15,paperstreetco_179.io,"O365, Sap",1118062.0,Priya Patel,,23,17,5,10,55,Board_Governance,Medium
Virtucon_180,virtucon_180.io,virtucon_180.com,Energy,Law Firm,1000+,$1B,,Unknown,Compliance,Partner,CFO,Okta | ,6,SOX,17,06/14/25,John Smith,Private Equity HoldCo,Enterprise,1997698.0,Won,1000+,$1000M,Unknown,2025-06-14,virtucon_180.io,Okta,1997698.0,John Smith,17.0,40,19,8,15,82,Enterprise_Risk_Management,Critical
Nakatomi Trading_181,nakatomitrading_181.com,nakatomitrading_181.co,Healthcare,Pharma,"500-1,000",$20M,DACH,"Sydney, AU",Audit,Event,General Counsel,Eloqua; Databricks; SAP,8,"HIPAA, SOX",100,2025-01-09,,,MM,1903806.0,Open,"500-1,000",$20M,DACH,2025-01-09,nakatomitrading_181.com,"Eloqua, Databricks, Sap",1903806.0,Unassigned,100.0,30,15,15,10,70,Mid_Market_Compliance,High
Paper Street Co_182,paperstreetco_182.com,paperstreetco_182.com,Financial Services,Utilities,1000+,,MDO,,Boards,Web,Chief Risk Officer,Netsuite; Marketo,,,92,"April 01, 2025",Test User,—,,1238192.0,Open,1000+,Unknown,MEA,2025-04-01,paperstreetco_182.com,"Netsuite, Marketo",1238192.0,Unassigned,92.0,25,20,14,5,64,Board_Governance,High
Clampett Oil_183,clampettoil_183.co,clampettoil_183.co,Education,Law Firm,500 to 1000,$100M,APAC,"Austin, USA",Boards,Purchased,Director of Security,Databricks; Eloqua; Teams,3-4,,medium,03/09/25,Jane Doe,—,A,1190595.0,Lost,500-1000,$100M,APAC,2025-03-09,clampettoil_183.co,"Databricks, Eloqua, Teams",1190595.0,Jane Doe,,27,17,3,3,50,Board_Governance,Medium
Nakatomi Trading_184,nakatomitrading_184.co,nakatomitrading_184.net,Non-Profit,Law Firm,500 to 1000,,Unknown,"Berlin, DE",Risk,Web,Legal Counsel,ServiceNow | SFDC | Slack,5,"GDPR, HIPAA",92,"August 10, 2025",Priya Patel,,,1660321.0,Won,500-1000,Unknown,Unknown,2025-08-10,nakatomitrading_184.co,"Servicenow, Sfdc, Slack",1660321.0,Priya Patel,92.0,15,25,16,13,69,Other,High
Omni Consumer Products_185,omniconsumerproducts_185.co,omniconsumerproducts_185.co,Government,Insurance,200-500,€20M,MDO,"London, UK",Compliance,Referral,Board Secretary,Netsuite; Okta,2,GDPR,high,"May 04, 2025",Jane Doe,,B,1881663.0,Open,200-500,$20M,MEA,2025-05-04,omniconsumerproducts_185.co,"Netsuite, Okta",1881663.0,Jane Doe,,25,22,6,13,66,Mid_Market_Compliance,High
Paper Street Co_186,paperstreetco_186.com,paperstreetco_186.io,Manufacturing,Biotech,,"20,000,000 USD",,"Mumbai, IN",Boards,Purchased,CFO,ServiceNow; HubSpot,5,SOX,17,"April 17, 2025",TBD,Global Holdings Ltd,Tier 2,1811557.0,Open,Unknown,$20M,Unknown,2025-04-17,paperstreetco_186.com,"Servicenow, Hubspot",1811557.0,Unassigned,17.0,18,17,6,15,56,Other,Medium
Oceanic Airlines_187,oceanicairlines_187.net,oceanicairlines_187.co,Government,SaaS,"500-1,000","20,000,000 USD",FR,"London, UK",Boards,Referral,Board Secretary,,2,GDPR,17,2025-06-20,Alex Lee,Global Holdings Ltd,Tier 2,1740209.0,Open,"500-1,000",$20M,France,2025-06-20,oceanicairlines_187.net,,1740209.0,Alex Lee,17.0,27,20,11,5,63,Board_Governance,High
LexCorp_188,lexcorp_188.io,lexcorp_188.co,Energy,Utilities,five hundred,$5M,UKI,NY,Audit,Event,VP Finance,,4,,,2025-06-20,John Smith,LexCorp_188 Holdings,SMB,1296123.0,Lost,"500-1,000",$5M,UK & Ireland,2025-06-20,lexcorp_188.io,,1296123.0,John Smith,,26,8,7,0,41,Enterprise_Risk_Management,Medium
Luthor Enterprises_189,https://www.luthorenterprises_189.io,luthorenterprises_189.co,Retail,SaaS,200-500,€20M,MDO,"Toronto, CA",Compliance,Referral,VP Finance,,,HIPAA,32,05/30/25,Priya Patel,Private Equity HoldCo,A,1431799.0,Lost,200-500,$20M,MEA,2025-05-30,luthorenterprises_189.io,,1431799.0,Priya Patel,32.0,21,15,9,5,50,Mid_Market_Compliance,Medium
Gekko & Co_190,gekkoco_190.com,gekkoco_190.co,Manufacturing,Fin Serv,,$5M,MDO,"Paris, FR",Audit,Event,VP Finance,", O365, ServiceNow",unknown,SOX,17,06/14/25,Jane Doe,,B,1725676.0,Open,Unknown,$5M,MEA,2025-06-14,gekkoco_190.com,"O365, Servicenow",1725676.0,Jane Doe,17.0,14,8,10,15,47,Other,Medium
LexCorp_191,lexcorp_191.io,lexcorp_191.com,Government,Fin Serv,,,DACH,Unknown,Audit,Web,Legal Counsel,HubSpot,8,ISO27001,,"July 12, 2025",,Private Equity HoldCo,Tier 1,1700561.0,Lost,Unknown,Unknown,DACH,2025-07-12,lexcorp_191.io,Hubspot,1700561.0,Unassigned,,7,15,6,12,40,Other,Low
Sirius Ventures_192,siriusventures_192.net,siriusventures_192.co,Manufacturing,Law Firm,"500-1,000",$20M,EMEA,"Sydney, AU",Risk,Purchased,Chief Risk Officer,; O365,unknown,,55,2025-06-21,Test User,Global Holdings Ltd,Tier 3,1442366.0,Lost,"500-1,000",$20M,EMEA,2025-06-21,siriusventures_192.net,O365,1442366.0,Unassigned,55.0,30,25,11,3,69,Enterprise_Risk_Management,High
Clampett Oil_193,clampettoil_193.com,clampettoil_193.co,Healthcare,Fin Serv,five hundred,$1B,FR,Unknown,Compliance,Web,VP Finance,,0,,92,2025-01-14,Alex Lee,,B,1300520.0,Open,"500-1,000",$1000M,France,2025-01-14,clampettoil_193.com,,1300520.0,Alex Lee,92.0,37,15,14,0,66,Mid_Market_Compliance,High
Tyrell Corp_194,tyrellcorp_194.io,tyrellcorp_194.net,Healthcare,SaaS,five hundred,USD 250M,UKI,Unknown,Boards,Purchased,VP Finance,,4,PCI DSS,95%,2025-05-08,Test User,Global Holdings Ltd,,1670415.0,Open,"500-1,000",$250M,UK & Ireland,2025-05-08,tyrellcorp_194.io,,1670415.0,Unassigned,,37,13,3,7,60,Board_Governance,Medium
Gekko & Co_195,gekkoco_195.co,gekkoco_195.net,Retail,Higher Ed,,USD 250M,Unknown,NY,Risk,Purchased,General Counsel,Databricks,5,"ISO27001, GDPR, SOX",95%,"April 01, 2025",—,Gekko Holdings,Tier 1,1952809.0,Lost,Unknown,$250M,Unknown,2025-04-01,gekkoco_195.co,Databricks,1952809.0,—,,18,25,3,10,56,Enterprise_Risk_Management,Medium
Genco Pura_196,gencopura_196.net,gencopura_196.co,Technology,Pharma,1000+,unknown,UKI,"New York, USA",Compliance,Web,CIO,Eloqua; Azure AD; ,2,GDPR,48,"April 04, 2025",,Genco Holdings,Tier 1,1460932.0,Open,1000+,Unknown,UK & Ireland,2025-04-04,gencopura_196.net,"Eloqua, Azure Ad",1460932.0,Unassigned,48.0,22,15,10,8,55,Mid_Market_Compliance,Medium
Dunder Mifflin_197,dundermifflin_197.co,dundermifflin_197.com,Energy,Law Firm,,,Unknown,,Audit,Event,Legal Counsel,HubSpot; Salesforce; Netsuite,unknown,HIPAA,,"July 13, 2025",Jane Doe,Global Holdings Ltd,Tier 3,1524819.0,Won,Unknown,Unknown,Unknown,2025-07-13,dundermifflin_197.co,"Hubspot, Salesforce, Netsuite",1524819.0,Jane Doe,,10,15,7,13,45,Other,Medium
Encom Corp_198,encomcorp_198.io,encomcorp_198.com,Education,Utilities,,$5M,Unknown,"Sydney, AU",Boards,Partner,Audit Manager,,five,,100,2025-08-15,Jane Doe,Encom Holdings,Tier 1,1942271.0,Lost,Unknown,$5M,Unknown,2025-08-15,encomcorp_198.io,,1942271.0,Jane Doe,100.0,7,13,17,0,37,Other,Low
Clampett Oil_199,clampettoil_199.com,clampettoil_199.com,Financial Services,NGO,approx 800,$5M,EMEA,"New York, USA",Boards,Partner,Audit Manager,"Azure AD, Databricks, HubSpot, Netsuite",,HIPAA,100,2025-04-10,Jane Doe,Clampett Holdings,Tier 2,1346786.0,Won,"500-1,000",$5M,EMEA,2025-04-10,clampettoil_199.com,"Azure Ad, Databricks, Hubspot, Netsuite",1346786.0,Jane Doe,100.0,26,13,13,10,62,Board_Governance,High
Dunder Mifflin_200,dundermifflin_200.co,dundermifflin_200.net,Government,Biotech,approx 800,€20M,UKI,,Boards,Event,VP Finance,Oracle |  | Databricks | Okta,2,HIPAA,92,2025-06-16,Alex Lee,—,Tier 3,1517795.0,Lost,"500-1,000",$20M,UK & Ireland,2025-06-16,dundermifflin_200.co,"Oracle, Databricks, Okta",1517795.0,Alex Lee,92.0,27,13,17,13,70,Board_Governance,High
Wonka Industries_201,wonkaindustries_201.net,wonkaindustries_201.io,Financial Services,Industrial,,USD 250M,,"Austin, USA",Risk,Event,Head of Compliance,Workday; HubSpot; Oracle; SFDC,2,"HIPAA, SOX, PCI DSS",,2025-01-01,Alex Lee,Global Holdings Ltd,Tier 1,1685267.0,Lost,Unknown,$250M,Unknown,2025-01-01,wonkaindustries_201.net,"Workday, Hubspot, Oracle, Sfdc",1685267.0,Alex Lee,,25,18,5,15,63,Enterprise_Risk_Management,High
Blue Sun Corp_202,http://bluesuncorp_202.com,bluesuncorp_202.com,Government,Banking,500 to 1000,USD 250M,FR,"Sydney, AU",Boards,Event,CFO,,unknown,"SOX, ISO27001, HIPAA",73,2025-01-11,Alex Lee,Global Holdings Ltd,,1662286.0,Lost,500-1000,$250M,France,2025-01-11,bluesuncorp_202.com,,1662286.0,Alex Lee,73.0,34,17,13,7,71,Board_Governance,High
Soylent Corp_203,soylentcorp_203.io,soylentcorp_203.co,Non-Profit,Industrial,,€20M,AMS,Unknown,Compliance,Web,Head of Compliance,,6,,medium,05/25/25,TBD,Soylent Holdings,Tier 3,1626456.0,Won,Unknown,$20M,Americas,2025-05-25,soylentcorp_203.io,,1626456.0,Unassigned,,11,15,4,0,30,Mid_Market_Compliance,Low
Oceanic Airlines_204,https://www.oceanicairlines_204.net,oceanicairlines_204.io,Technology,Biotech,,5000000,UKI,"Austin, USA",Boards,Referral,Chief Risk Officer,Oracle; Salesforce; Slack,3-4,,5,"May 06, 2025",—,—,SMB,1809387.0,Open,Unknown,$5M,UK & Ireland,2025-05-06,oceanicairlines_204.net,"Oracle, Salesforce, Slack",1809387.0,—,5.0,11,20,9,8,48,Other,Medium
Caprica Systems_205,capricasystems_205.io,capricasystems_205.com,Healthcare,NGO,,$20M,DACH,,Audit,Purchased,Head of Compliance,Azure AD | SFDC | Oracle,unknown,,high,"January 18, 2025",John Smith,Global Holdings Ltd,,,Won,Unknown,$20M,DACH,2025-01-18,capricasystems_205.io,"Azure Ad, Sfdc, Oracle",Missing,John Smith,,18,8,3,3,32,Mid_Market_Compliance,Low
Pied Piper_206,piedpiper_206.com,piedpiper_206.co,Technology,Higher Ed,1000+,unknown,UKI,"Berlin, DE",Compliance,Inbound,Legal Counsel,Google Workspace; Azure AD,unknown,"GDPR, None",48,"January 01, 2025",Alex Lee,,SMB,1971185.0,Open,1000+,Unknown,UK & Ireland,2025-01-01,piedpiper_206.com,"Google Workspace, Azure Ad",1971185.0,Alex Lee,48.0,22,22,9,8,61,Mid_Market_Compliance,High
Oscorp_207,oscorp_207.co,oscorp_207.co,Healthcare,Utilities,500 to 1000,$20M,DACH,"San Francisco, USA",Audit,Purchased,Audit Manager,ServiceNow,,ISO27001,55,01/31/25,Jane Doe,Oscorp_207 Holdings,Tier 2,1194056.0,Won,500-1000,$20M,DACH,2025-01-31,oscorp_207.co,Servicenow,1194056.0,Jane Doe,55.0,30,8,9,15,62,Mid_Market_Compliance,High
LexCorp_208,lexcorp_208.io,lexcorp_208.net,Financial Services,Financials,,$1B,DACH,Unknown,Compliance,Partner,Audit Manager,Pardot; Slack; Google Workspace; Snowflake,8,,95%,07/11/25,Chen Wu,,,,Won,Unknown,$1000M,DACH,2025-07-11,lexcorp_208.io,"Pardot, Slack, Google Workspace, Snowflake",Missing,Chen Wu,,25,15,5,5,50,Mid_Market_Compliance,Medium
Future Gadget Lab_209,futuregadgetlab_209.com,futuregadgetlab_209.net,Retail,Industrial,five hundred,unknown,MDO,"Berlin, DE",Compliance,Purchased,Board Secretary,SFDC |  | ServiceNow | Teams,4,,100,2025-07-12,Jane Doe,,MM,1950928.0,Lost,"500-1,000",Unknown,MEA,2025-07-12,futuregadgetlab_209.com,"Sfdc, Servicenow, Teams",1950928.0,Jane Doe,100.0,15,22,15,8,60,Mid_Market_Compliance,Medium
Hyperion Corp_210,hyperioncorp_210.co,hyperioncorp_210.com,Financial Services,Banking,approx 800,5000000,UKI,"San Francisco, USA",Audit,Partner,Chief Risk Officer,Azure AD,3,ISO27001,55,2025-06-29,—,—,,1234450.0,Open,"500-1,000",$5M,UK & Ireland,2025-06-29,hyperioncorp_210.co,Azure Ad,1234450.0,—,55.0,26,15,11,10,62,Enterprise_Risk_Management,High
Blue Sun Corp_211,bluesuncorp_211.co,bluesuncorp_211.net,Non-Profit,Pharma,,unknown,UKI,"Sydney, AU",Risk,Partner,IT Director,"Okta, O365, HubSpot",unknown,"None, SOX",medium,2025-07-26,John Smith,—,A,1889568.0,Open,Unknown,Unknown,UK & Ireland,2025-07-26,bluesuncorp_211.co,"Okta, O365, Hubspot",1889568.0,John Smith,,3,22,5,15,45,Other,Medium
Massive Dynamic_212,massivedynamic_212.com,massivedynamic_212.com,Education,Banking,"500-1,000",$20M,FR,"London, UK",Boards,Referral,General Counsel,Okta,>5,"SOX, HIPAA, GDPR",5,01/24/25,—,Private Equity HoldCo,C,1903778.0,Won,"500-1,000",$20M,France,2025-01-24,massivedynamic_212.com,Okta,1903778.0,—,5.0,23,20,9,15,67,Board_Governance,High
Atlantic Holdings_213,http://atlanticholdings_213.io,atlanticholdings_213.co,Non-Profit,Law Firm,approx 800,€20M,MDO,"Dublin, IE",Audit,Event,Head of Compliance,Workday | SFDC | Snowflake,3-4,,61,"May 29, 2025",Chen Wu,,SMB,1725667.0,Open,"500-1,000",$20M,MEA,2025-05-29,atlanticholdings_213.io,"Workday, Sfdc, Snowflake",1725667.0,Chen Wu,61.0,23,8,13,8,52,Mid_Market_Compliance,Medium
Pied Piper_214,piedpiper_214.net,piedpiper_214.io,Manufacturing,Banking,"500-1,000",$1B,Unknown,"Austin, USA",Compliance,Partner,Audit Manager,HubSpot; Google Workspace,,ISO27001,low,02/23/25,Chen Wu,,A,1244244.0,Won,"500-1,000",$1000M,Unknown,2025-02-23,piedpiper_214.net,"Hubspot, Google Workspace",1244244.0,Chen Wu,,37,15,3,12,67,Enterprise_Risk_Management,High
Future Gadget Lab_215,futuregadgetlab_215.com,futuregadgetlab_215.com,Non-Profit,Law Firm,,$1B,MDO,"Toronto, CA",Boards,Purchased,Board Secretary,Salesforce | O365 | Databricks,2,"None, HIPAA, SOX",100,"January 05, 2025",TBD,Private Equity HoldCo,B,1221254.0,Lost,Unknown,$1000M,MEA,2025-01-05,futuregadgetlab_215.com,"Salesforce, O365, Databricks",1221254.0,Unassigned,100.0,18,20,13,15,66,Board_Governance,High
Hooli_216,hooli_216.io,hooli_216.io,Technology,Pharma,five hundred,"20,000,000 USD",UKI,"Dubai, AE",Risk,Web,Head of Compliance,ServiceNow,five,,48,06/28/25,Jane Doe,,A,1232263.0,Lost,"500-1,000",$20M,UK & Ireland,2025-06-28,hooli_216.io,Servicenow,1232263.0,Jane Doe,48.0,27,18,12,8,65,Mid_Market_Compliance,High
Pied Piper_217,piedpiper_217.co,piedpiper_217.com,Retail,NGO,"500-1,000",5000000,EMEA,"New York, USA",Compliance,Purchased,Head of Compliance,,3,HIPAA,medium,2025-07-02,Jane Doe,,SMB,1398285.0,Won,"500-1,000",$5M,EMEA,2025-07-02,piedpiper_217.co,,1398285.0,Jane Doe,,19,15,5,5,44,Mid_Market_Compliance,Medium
Genco Pura_218,gencopura_218.co,gencopura_218.net,Technology,NGO,five hundred,5000000,APAC,Unknown,Compliance,Web,General Counsel,Salesforce; Snowflake,4,"PCI DSS, ISO27001, SOX",61,"February 09, 2025",Alex Lee,,Tier 3,,Lost,"500-1,000",$5M,APAC,2025-02-09,gencopura_218.co,"Salesforce, Snowflake",Missing,Alex Lee,61.0,23,22,12,15,72,Mid_Market_Compliance,High
Future Gadget Lab_219,futuregadgetlab_219.net,futuregadgetlab_219.io,Healthcare,Utilities,50-200,unknown,FR,"London, UK",Risk,Partner,VP Finance,SFDC; Eloqua,five,"PCI DSS, SOX, HIPAA",95%,"August 27, 2025",Chen Wu,—,SMB,1285253.0,Lost,50-200,Unknown,France,2025-08-27,futuregadgetlab_219.net,"Sfdc, Eloqua",1285253.0,Chen Wu,,15,18,7,10,50,Enterprise_Risk_Management,Medium
Sterling Cooper_220,sterlingcooper_220.co,sterlingcooper_220.co,Government,Insurance,five hundred,,EMEA,"Austin, USA",Audit,Event,CFO,O365; ,4,"SOX, ISO27001",55,08/02/25,Jane Doe,,Tier 2,,Won,"500-1,000",Unknown,EMEA,2025-08-02,sterlingcooper_220.co,O365,Missing,Jane Doe,55.0,19,12,13,10,54,Board_Governance,Medium
